Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"Aug 9th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Aug 23rd, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Aug 30th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Sep 6th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Sep 20th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Sep 27th, 2021",KAMARU USMAN,JON JONES,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Oct 4th, 2021",KAMARU USMAN,JON JONES,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Oct 11th, 2021",KAMARU USMAN,JON JONES,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Oct 25th, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,JON JONES,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,CIRYL GANE,JUSTIN GAETHJE,,
"Nov 2nd, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JON JONES,MAX HOLLOWAY,CHARLES OLIVEIRA,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Nov 8th, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JON JONES,MAX HOLLOWAY,CHARLES OLIVEIRA,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Nov 15th, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JON JONES,MAX HOLLOWAY,CHARLES OLIVEIRA,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Nov 23rd, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JON JONES,MAX HOLLOWAY,CHARLES OLIVEIRA,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Dec 6th, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JON JONES,MAX HOLLOWAY,CHARLES OLIVEIRA,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Dec 13th, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,JON JONES,MAX HOLLOWAY,DUSTIN POIRIER,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Dec 20th, 2021",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,JON JONES,MAX HOLLOWAY,DUSTIN POIRIER,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Jan 17th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,JON JONES,MAX HOLLOWAY,DUSTIN POIRIER,STIPE MIOCIC,BRANDON MORENO,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,JAN BLACHOWICZ,CIRYL GANE,,
"Jan 24th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,JON JONES,MAX HOLLOWAY,DUSTIN POIRIER,PETR YAN,STIPE MIOCIC,GLOVER TEIXEIRA,DEIVESON FIGUEIREDO,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Feb 7th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,JON JONES,MAX HOLLOWAY,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,STIPE MIOCIC,DEIVESON FIGUEIREDO,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Feb 14th, 2022",KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,STIPE MIOCIC,DEIVESON FIGUEIREDO,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Feb 21st, 2022",KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,STIPE MIOCIC,DEIVESON FIGUEIREDO,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Feb 28th, 2022",KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,STIPE MIOCIC,DEIVESON FIGUEIREDO,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Mar 7th, 2022",KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,DEIVESON FIGUEIREDO,STIPE MIOCIC,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Mar 14th, 2022",KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,DEIVESON FIGUEIREDO,STIPE MIOCIC,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Mar 21st, 2022",KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,DEIVESON FIGUEIREDO,STIPE MIOCIC,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Mar 29th, 2022",KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,PETR YAN,GLOVER TEIXEIRA,DEIVESON FIGUEIREDO,STIPE MIOCIC,BRANDON MORENO,ROBERT WHITTAKER,JAN BLACHOWICZ,,
"Apr 12th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,JON JONES,DUSTIN POIRIER,GLOVER TEIXEIRA,DEIVESON FIGUEIREDO,STIPE MIOCIC,ALJAMAIN STERLING,PETR YAN,BRANDON MORENO,ROBERT WHITTAKER,,
"Apr 18th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,DUSTIN POIRIER,JON JONES,GLOVER TEIXEIRA,DEIVESON FIGUEIREDO,ALJAMAIN STERLING,STIPE MIOCIC,PETR YAN,BRANDON MORENO,ROBERT WHITTAKER,,
"May 2nd, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,CHARLES OLIVEIRA,MAX HOLLOWAY,DUSTIN POIRIER,GLOVER TEIXEIRA,JON JONES,ALJAMAIN STERLING,DEIVESON FIGUEIREDO,STIPE MIOCIC,PETR YAN,BRANDON MORENO,ROBERT WHITTAKER,,
"May 9th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,MAX HOLLOWAY,DUSTIN POIRIER,GLOVER TEIXEIRA,JON JONES,ALJAMAIN STERLING,DEIVESON FIGUEIREDO,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,BRANDON MORENO,,
"May 16th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,MAX HOLLOWAY,DUSTIN POIRIER,GLOVER TEIXEIRA,ALJAMAIN STERLING,JON JONES,DEIVESON FIGUEIREDO,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,BRANDON MORENO,,
"May 23rd, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,MAX HOLLOWAY,DUSTIN POIRIER,GLOVER TEIXEIRA,ALJAMAIN STERLING,JON JONES,DEIVESON FIGUEIREDO,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,BRANDON MORENO,,
"Jun 6th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,MAX HOLLOWAY,DUSTIN POIRIER,GLOVER TEIXEIRA,ALJAMAIN STERLING,JON JONES,DEIVESON FIGUEIREDO,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,BRANDON MORENO,,
"Jun 13th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,MAX HOLLOWAY,DUSTIN POIRIER,ALJAMAIN STERLING,JON JONES,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,GLOVER TEIXEIRA,,
"Jun 20th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,MAX HOLLOWAY,DUSTIN POIRIER,ALJAMAIN STERLING,JON JONES,JIRI PROCHAZKA,DEIVESON FIGUEIREDO,STIPE MIOCIC,PETR YAN,GLOVER TEIXEIRA,ROBERT WHITTAKER,,
"Jun 27th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,MAX HOLLOWAY,DUSTIN POIRIER,ALJAMAIN STERLING,JON JONES,JIRI PROCHAZKA,DEIVESON FIGUEIREDO,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,GLOVER TEIXEIRA,,
"Jul 4th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,DUSTIN POIRIER,ALJAMAIN STERLING,MAX HOLLOWAY,JIRI PROCHAZKA,DEIVESON FIGUEIREDO,JON JONES,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,GLOVER TEIXEIRA,,
"Jul 11th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,MAX HOLLOWAY,JON JONES,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,GLOVER TEIXEIRA,,
"Jul 18th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,MAX HOLLOWAY,JON JONES,STIPE MIOCIC,PETR YAN,ROBERT WHITTAKER,GLOVER TEIXEIRA,,
"Aug 1st, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,MAX HOLLOWAY,JON JONES,STIPE MIOCIC,PETR YAN,BRANDON MORENO,ROBERT WHITTAKER,,
"Aug 8th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,MAX HOLLOWAY,JON JONES,STIPE MIOCIC,PETR YAN,BRANDON MORENO,ROBERT WHITTAKER,,
"Aug 15th, 2022",KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,FRANCIS NGANNOU,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,MAX HOLLOWAY,JON JONES,STIPE MIOCIC,PETR YAN,BRANDON MORENO,ROBERT WHITTAKER,,
"Aug 22nd, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,FRANCIS NGANNOU,LEON EDWARDS,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,MAX HOLLOWAY,JON JONES,STIPE MIOCIC,PETR YAN,BRANDON MORENO,,
"Sep 5th, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,FRANCIS NGANNOU,LEON EDWARDS,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,MAX HOLLOWAY,JON JONES,STIPE MIOCIC,PETR YAN,BRANDON MORENO,,
"Sep 12th, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,FRANCIS NGANNOU,LEON EDWARDS,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,JON JONES,MAX HOLLOWAY,PETR YAN,BRANDON MORENO,STIPE MIOCIC,,
"Sep 19th, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,FRANCIS NGANNOU,LEON EDWARDS,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,JON JONES,MAX HOLLOWAY,PETR YAN,BRANDON MORENO,STIPE MIOCIC,,
"Oct 3rd, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,FRANCIS NGANNOU,LEON EDWARDS,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,JON JONES,MAX HOLLOWAY,PETR YAN,BRANDON MORENO,ROBERT WHITTAKER,,
"Oct 17th, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,FRANCIS NGANNOU,LEON EDWARDS,ALJAMAIN STERLING,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JIRI PROCHAZKA,JON JONES,MAX HOLLOWAY,PETR YAN,BRANDON MORENO,STIPE MIOCIC,,
"Oct 24th, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,ISLAM MAKHACHEV,KAMARU USMAN,LEON EDWARDS,FRANCIS NGANNOU,CHARLES OLIVEIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DEIVESON FIGUEIREDO,DUSTIN POIRIER,JON JONES,MAX HOLLOWAY,BRANDON MORENO,ROBERT WHITTAKER,,
"Nov 8th, 2022",ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,ISLAM MAKHACHEV,KAMARU USMAN,LEON EDWARDS,FRANCIS NGANNOU,CHARLES OLIVEIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DEIVESON FIGUEIREDO,DUSTIN POIRIER,JON JONES,MAX HOLLOWAY,BRANDON MORENO,ROBERT WHITTAKER,,
"Nov 14th, 2022",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,FRANCIS NGANNOU,ISRAEL ADESANYA,CHARLES OLIVEIRA,ALEX PEREIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JON JONES,MAX HOLLOWAY,BRANDON MORENO,,
"Nov 21st, 2022",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,FRANCIS NGANNOU,ISRAEL ADESANYA,CHARLES OLIVEIRA,ALEX PEREIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JON JONES,MAX HOLLOWAY,BRANDON MORENO,,
"Dec 6th, 2022",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,FRANCIS NGANNOU,ISRAEL ADESANYA,CHARLES OLIVEIRA,ALEX PEREIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JON JONES,MAX HOLLOWAY,BRANDON MORENO,,
"Dec 13th, 2022",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,FRANCIS NGANNOU,ISRAEL ADESANYA,CHARLES OLIVEIRA,ALEX PEREIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JON JONES,MAX HOLLOWAY,BRANDON MORENO,,
"Dec 19th, 2022",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,FRANCIS NGANNOU,ISRAEL ADESANYA,CHARLES OLIVEIRA,ALEX PEREIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DUSTIN POIRIER,DEIVESON FIGUEIREDO,JON JONES,MAX HOLLOWAY,BRANDON MORENO,,
"Jan 17th, 2023",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,CHARLES OLIVEIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,DEIVESON FIGUEIREDO,DUSTIN POIRIER,JON JONES,ROBERT WHITTAKER,MAX HOLLOWAY,BRANDON MORENO,,
"Jan 24th, 2023",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,CHARLES OLIVEIRA,ALJAMAIN STERLING,BRANDON MORENO,JIRI PROCHAZKA,JON JONES,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,DEIVESON FIGUEIREDO,,
"Feb 7th, 2023",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,CHARLES OLIVEIRA,BRANDON MORENO,JIRI PROCHAZKA,JON JONES,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,DEIVESON FIGUEIREDO,,
"Feb 14th, 2023",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,CHARLES OLIVEIRA,BRANDON MORENO,JON JONES,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Feb 20th, 2023",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,CHARLES OLIVEIRA,BRANDON MORENO,JON JONES,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Feb 27th, 2023",ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,CHARLES OLIVEIRA,BRANDON MORENO,JON JONES,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Mar 7th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,CHARLES OLIVEIRA,BRANDON MORENO,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Mar 13th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,KAMARU USMAN,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,CHARLES OLIVEIRA,BRANDON MORENO,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Mar 21st, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Mar 28th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALEX PEREIRA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Apr 11th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,KAMARU USMAN,ALJAMAIN STERLING,CHARLES OLIVEIRA,ALEX PEREIRA,BRANDON MORENO,JIRI PROCHAZKA,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,MAX HOLLOWAY,,
"Apr 18th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,DUSTIN POIRIER,MAX HOLLOWAY,JAMAHAL HILL,ROBERT WHITTAKER,,
"Apr 25th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,DUSTIN POIRIER,MAX HOLLOWAY,JAMAHAL HILL,ROBERT WHITTAKER,,
"May 2nd, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,ALEX PEREIRA,BRANDON MORENO,JIRI PROCHAZKA,DUSTIN POIRIER,MAX HOLLOWAY,JAMAHAL HILL,ROBERT WHITTAKER,,
"May 9th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
"May 16th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
