Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"Jul 18th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,STIPE MIOCIC,MAX HOLLOWAY,CODY GARBRANDT,JON JONES,,TYRON WOODLEY,DOMINICK CRUZ,MICHAEL BISPING,JOSE ALDO,,ROBERT WHITTAKER,TJ DILLASHAW,,
"Jul 26th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,STIPE MIOCIC,JON JONES,MAX HOLLOWAY,CODY GARBRANDT,,TYRON WOODLEY,DOMINICK CRUZ,MICHAEL BISPING,JOSE ALDO,,ROBERT WHITTAKER,TJ DILLASHAW,,
"Aug 2nd, 2017",JON JONES,DEMETRIOUS JOHNSON,CONOR MCGREGOR,STIPE MIOCIC,MAX HOLLOWAY,CODY GARBRANDT,DANIEL CORMIER,,TYRON WOODLEY,DOMINICK CRUZ,MICHAEL BISPING,JOSE ALDO,,,TJ DILLASHAW,ROBERT WHITTAKER,
"Aug 7th, 2017",JON JONES,DEMETRIOUS JOHNSON,CONOR MCGREGOR,STIPE MIOCIC,MAX HOLLOWAY,CODY GARBRANDT,DANIEL CORMIER,,TYRON WOODLEY,DOMINICK CRUZ,MICHAEL BISPING,JOSE ALDO,,,ROBERT WHITTAKER,,
"Sep 4th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,JON JONES,STIPE MIOCIC,MAX HOLLOWAY,CODY GARBRANDT,DANIEL CORMIER,,TYRON WOODLEY,DOMINICK CRUZ,MICHAEL BISPING,JOSE ALDO,,ROBERT WHITTAKER,,,
"Sep 13th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,JON JONES,STIPE MIOCIC,MAX HOLLOWAY,CODY GARBRANDT,DANIEL CORMIER,,TYRON WOODLEY,DOMINICK CRUZ,JOSE ALDO,MICHAEL BISPING,,ROBERT WHITTAKER,,TJ DILLASHAW,
"Sep 20th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,STIPE MIOCIC,MAX HOLLOWAY,DANIEL CORMIER,CODY GARBRANDT,,TYRON WOODLEY,DOMINICK CRUZ,JOSE ALDO,,MICHAEL BISPING,,ROBERT WHITTAKER,TJ DILLASHAW,,
"Sep 25th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,STIPE MIOCIC,MAX HOLLOWAY,DANIEL CORMIER,CODY GARBRANDT,,TYRON WOODLEY,JOSE ALDO,DOMINICK CRUZ,,MICHAEL BISPING,,ROBERT WHITTAKER,TJ DILLASHAW,,
"Oct 9th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,MAX HOLLOWAY,STIPE MIOCIC,DANIEL CORMIER,CODY GARBRANDT,,TYRON WOODLEY,DOMINICK CRUZ,JOSE ALDO,,MICHAEL BISPING,TONY FERGUSON,,ROBERT WHITTAKER,,
"Oct 23rd, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,MAX HOLLOWAY,STIPE MIOCIC,DANIEL CORMIER,CODY GARBRANDT,,TYRON WOODLEY,DOMINICK CRUZ,JOSE ALDO,,TONY FERGUSON,MICHAEL BISPING,,ROBERT WHITTAKER,,
"Oct 30th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,MAX HOLLOWAY,STIPE MIOCIC,DANIEL CORMIER,CODY GARBRANDT,,TYRON WOODLEY,DOMINICK CRUZ,JOSE ALDO,,TONY FERGUSON,MICHAEL BISPING,,ROBERT WHITTAKER,,
"Nov 8th, 2017",DEMETRIOUS JOHNSON,CONOR MCGREGOR,GEORGES ST-PIERRE,MAX HOLLOWAY,DANIEL CORMIER,STIPE MIOCIC,TJ DILLASHAW,TYRON WOODLEY,TONY FERGUSON,CODY GARBRANDT,,,JOSE ALDO,ROBERT WHITTAKER,,,
"Nov 13th, 2017",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,TONY FERGUSON,,CODY GARBRANDT,,ROBERT WHITTAKER,JOSE ALDO,,,
"Nov 20th, 2017",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,TONY FERGUSON,,CODY GARBRANDT,,ROBERT WHITTAKER,JOSE ALDO,,,
"Nov 29th, 2017",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,TONY FERGUSON,,CODY GARBRANDT,,ROBERT WHITTAKER,JOSE ALDO,,,
"Dec 6th, 2017",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,TONY FERGUSON,,CODY GARBRANDT,,ROBERT WHITTAKER,,DOMINICK CRUZ,,
"Dec 13th, 2017",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,TONY FERGUSON,,CODY GARBRANDT,ROBERT WHITTAKER,,,DOMINICK CRUZ,,
"Dec 18th, 2017",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,TONY FERGUSON,,CODY GARBRANDT,ROBERT WHITTAKER,,,DOMINICK CRUZ,,
"Jan 1st, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,GEORGES ST-PIERRE,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,,TONY FERGUSON,CODY GARBRANDT,ROBERT WHITTAKER,,KHABIB NURMAGOMEDOV,,,
"Jan 17th, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,GEORGES ST-PIERRE,MAX HOLLOWAY,DANIEL CORMIER,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,,TONY FERGUSON,CODY GARBRANDT,ROBERT WHITTAKER,,KHABIB NURMAGOMEDOV,,,
"Jan 24th, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,GEORGES ST-PIERRE,DANIEL CORMIER,MAX HOLLOWAY,STIPE MIOCIC,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,CODY GARBRANDT,ROBERT WHITTAKER,,KHABIB NURMAGOMEDOV,,,
"Jan 29th, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,MAX HOLLOWAY,STIPE MIOCIC,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,CODY GARBRANDT,ROBERT WHITTAKER,,KHABIB NURMAGOMEDOV,,,
"Feb 7th, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,STIPE MIOCIC,MAX HOLLOWAY,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,CODY GARBRANDT,ROBERT WHITTAKER,,KHABIB NURMAGOMEDOV,,,
"Feb 12th, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,STIPE MIOCIC,MAX HOLLOWAY,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,CODY GARBRANDT,ROBERT WHITTAKER,,KHABIB NURMAGOMEDOV,,,
"Feb 21st, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,STIPE MIOCIC,MAX HOLLOWAY,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,ROBERT WHITTAKER,CODY GARBRANDT,,KHABIB NURMAGOMEDOV,,,
"Feb 26th, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,STIPE MIOCIC,MAX HOLLOWAY,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,ROBERT WHITTAKER,CODY GARBRANDT,,KHABIB NURMAGOMEDOV,,,
"Mar 5th, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,DANIEL CORMIER,STIPE MIOCIC,MAX HOLLOWAY,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,ROBERT WHITTAKER,CODY GARBRANDT,KHABIB NURMAGOMEDOV,,,,
"Mar 21st, 2018",DEMETRIOUS JOHNSON,CONOR MCGREGOR,GEORGES ST-PIERRE,DANIEL CORMIER,STIPE MIOCIC,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,KHABIB NURMAGOMEDOV,,,
"Apr 11th, 2018",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,STIPE MIOCIC,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,KHABIB NURMAGOMEDOV,TYRON WOODLEY,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,,,
"Apr 18th, 2018",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,STIPE MIOCIC,CONOR MCGREGOR,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,,,
"Apr 23rd, 2018",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,STIPE MIOCIC,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,,,
"May 16th, 2018",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,STIPE MIOCIC,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,,,
"May 23rd, 2018",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,STIPE MIOCIC,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,,,
"May 30th, 2018",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,STIPE MIOCIC,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,,,
"Jun 6th, 2018",DEMETRIOUS JOHNSON,GEORGES ST-PIERRE,CONOR MCGREGOR,STIPE MIOCIC,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,TONY FERGUSON,,ROBERT WHITTAKER,CODY GARBRANDT,,,
"Jun 13th, 2018",DEMETRIOUS JOHNSON,STIPE MIOCIC,CONOR MCGREGOR,GEORGES ST-PIERRE,DANIEL CORMIER,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,ROBERT WHITTAKER,TONY FERGUSON,,CODY GARBRANDT,,,
"Jun 26th, 2018",DEMETRIOUS JOHNSON,STIPE MIOCIC,CONOR MCGREGOR,DANIEL CORMIER,GEORGES ST-PIERRE,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,,ROBERT WHITTAKER,TONY FERGUSON,,CODY GARBRANDT,,,
"Jul 11th, 2018",DANIEL CORMIER,DEMETRIOUS JOHNSON,MAX HOLLOWAY,CONOR MCGREGOR,GEORGES ST-PIERRE,TJ DILLASHAW,STIPE MIOCIC,TYRON WOODLEY,KHABIB NURMAGOMEDOV,ROBERT WHITTAKER,,TONY FERGUSON,,CODY GARBRANDT,,,
"Jul 16th, 2018",DANIEL CORMIER,DEMETRIOUS JOHNSON,MAX HOLLOWAY,CONOR MCGREGOR,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,STIPE MIOCIC,KHABIB NURMAGOMEDOV,ROBERT WHITTAKER,,TONY FERGUSON,,CODY GARBRANDT,,,
"Jul 25th, 2018",DANIEL CORMIER,DEMETRIOUS JOHNSON,CONOR MCGREGOR,MAX HOLLOWAY,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,STIPE MIOCIC,KHABIB NURMAGOMEDOV,ROBERT WHITTAKER,,TONY FERGUSON,,CODY GARBRANDT,,,
"Aug 1st, 2018",DANIEL CORMIER,DEMETRIOUS JOHNSON,CONOR MCGREGOR,MAX HOLLOWAY,GEORGES ST-PIERRE,TJ DILLASHAW,TYRON WOODLEY,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ROBERT WHITTAKER,,TONY FERGUSON,,CODY GARBRANDT,,,
"Aug 6th, 2018",DANIEL CORMIER,CONOR MCGREGOR,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,DEMETRIOUS JOHNSON,TYRON WOODLEY,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ROBERT WHITTAKER,,HENRY CEJUDO,TONY FERGUSON,,,,
"Aug 29th, 2018",DANIEL CORMIER,CONOR MCGREGOR,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,DEMETRIOUS JOHNSON,TYRON WOODLEY,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ROBERT WHITTAKER,,HENRY CEJUDO,TONY FERGUSON,,,,
"Sep 12th, 2018",DANIEL CORMIER,CONOR MCGREGOR,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,DEMETRIOUS JOHNSON,KHABIB NURMAGOMEDOV,STIPE MIOCIC,,HENRY CEJUDO,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Sep 19th, 2018",DANIEL CORMIER,CONOR MCGREGOR,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,DEMETRIOUS JOHNSON,KHABIB NURMAGOMEDOV,STIPE MIOCIC,,HENRY CEJUDO,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Sep 24th, 2018",DANIEL CORMIER,CONOR MCGREGOR,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,DEMETRIOUS JOHNSON,KHABIB NURMAGOMEDOV,STIPE MIOCIC,,HENRY CEJUDO,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Oct 8th, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,DEMETRIOUS JOHNSON,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Oct 31st, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,HENRY CEJUDO,STIPE MIOCIC,,ROBERT WHITTAKER,TONY FERGUSON,,,DOMINICK CRUZ,,
"Nov 7th, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Nov 12th, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Nov 19th, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Nov 28th, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Dec 3rd, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,TJ DILLASHAW,MAX HOLLOWAY,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Dec 12th, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,MAX HOLLOWAY,TJ DILLASHAW,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Dec 17th, 2018",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,MAX HOLLOWAY,TJ DILLASHAW,GEORGES ST-PIERRE,TYRON WOODLEY,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Jan 1st, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,TJ DILLASHAW,TYRON WOODLEY,GEORGES ST-PIERRE,,CONOR MCGREGOR,STIPE MIOCIC,HENRY CEJUDO,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Jan 21st, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,TYRON WOODLEY,,GEORGES ST-PIERRE,TJ DILLASHAW,CONOR MCGREGOR,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Feb 4th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,TYRON WOODLEY,,GEORGES ST-PIERRE,TJ DILLASHAW,CONOR MCGREGOR,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Feb 11th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,TYRON WOODLEY,,GEORGES ST-PIERRE,TJ DILLASHAW,CONOR MCGREGOR,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Feb 19th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,TYRON WOODLEY,,GEORGES ST-PIERRE,TJ DILLASHAW,CONOR MCGREGOR,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Feb 25th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,TYRON WOODLEY,,TJ DILLASHAW,CONOR MCGREGOR,STIPE MIOCIC,GEORGES ST-PIERRE,ROBERT WHITTAKER,TONY FERGUSON,,,,
"Mar 5th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,,TJ DILLASHAW,CONOR MCGREGOR,KAMARU USMAN,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,TYRON WOODLEY,,,,
"Mar 12th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,,TJ DILLASHAW,CONOR MCGREGOR,KAMARU USMAN,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,TYRON WOODLEY,,,,
"Mar 20th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,,TJ DILLASHAW,KAMARU USMAN,CONOR MCGREGOR,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,TYRON WOODLEY,,,,
"Mar 26th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,,KAMARU USMAN,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,,
"Apr 1st, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,,KAMARU USMAN,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,,
"Apr 3rd, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,MAX HOLLOWAY,HENRY CEJUDO,,KAMARU USMAN,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,,
"Apr 15th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,
"Apr 22nd, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,
"Apr 30th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,
"May 6th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,
"May 13th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,
"May 21st, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,
"Jun 3rd, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,TYRON WOODLEY,,,,
"Jul 8th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,,MAX HOLLOWAY,KAMARU USMAN,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,STIPE MIOCIC,TONY FERGUSON,,TYRON WOODLEY,,,
"Jul 15th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,,MAX HOLLOWAY,KAMARU USMAN,ROBERT WHITTAKER,CONOR MCGREGOR,DUSTIN POIRIER,STIPE MIOCIC,TONY FERGUSON,,TYRON WOODLEY,,,
"Jul 22nd, 2019",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,HENRY CEJUDO,,MAX HOLLOWAY,KAMARU USMAN,DUSTIN POIRIER,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,CONOR MCGREGOR,,TYRON WOODLEY,,,
"Jul 29th, 2019",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,HENRY CEJUDO,,MAX HOLLOWAY,KAMARU USMAN,DUSTIN POIRIER,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,CONOR MCGREGOR,,TYRON WOODLEY,,,
"Aug 5th, 2019",DANIEL CORMIER,KHABIB NURMAGOMEDOV,JON JONES,HENRY CEJUDO,,MAX HOLLOWAY,KAMARU USMAN,DUSTIN POIRIER,STIPE MIOCIC,ROBERT WHITTAKER,TONY FERGUSON,CONOR MCGREGOR,,TYRON WOODLEY,,,
"Aug 12th, 2019",DANIEL CORMIER,JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,MAX HOLLOWAY,,DUSTIN POIRIER,KAMARU USMAN,ROBERT WHITTAKER,TONY FERGUSON,STIPE MIOCIC,,CONOR MCGREGOR,TYRON WOODLEY,,,
"Aug 19th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,MAX HOLLOWAY,DANIEL CORMIER,DUSTIN POIRIER,KAMARU USMAN,TONY FERGUSON,ROBERT WHITTAKER,,CONOR MCGREGOR,TYRON WOODLEY,,,
"Sep 2nd, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,MAX HOLLOWAY,DANIEL CORMIER,DUSTIN POIRIER,KAMARU USMAN,TONY FERGUSON,ROBERT WHITTAKER,,CONOR MCGREGOR,TYRON WOODLEY,ISRAEL ADESANYA,,
"Sep 9th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,KAMARU USMAN,TONY FERGUSON,ROBERT WHITTAKER,CONOR MCGREGOR,,DUSTIN POIRIER,ISRAEL ADESANYA,TYRON WOODLEY,,
"Sep 16th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,KAMARU USMAN,TONY FERGUSON,ROBERT WHITTAKER,CONOR MCGREGOR,,DUSTIN POIRIER,ISRAEL ADESANYA,TYRON WOODLEY,,
"Sep 23rd, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,KAMARU USMAN,ROBERT WHITTAKER,TONY FERGUSON,,CONOR MCGREGOR,DUSTIN POIRIER,ISRAEL ADESANYA,TYRON WOODLEY,,
"Sep 30th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,KAMARU USMAN,ROBERT WHITTAKER,TONY FERGUSON,,CONOR MCGREGOR,DUSTIN POIRIER,ISRAEL ADESANYA,TYRON WOODLEY,,
"Oct 7th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,KAMARU USMAN,ROBERT WHITTAKER,TONY FERGUSON,,CONOR MCGREGOR,DUSTIN POIRIER,ISRAEL ADESANYA,TYRON WOODLEY,,
